emotion,audio_path
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_basta_ya.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_rapido.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_mentiroso.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_aventurero.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_lento.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_pelirrojo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_humillacion.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_basta_ya.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_fuera.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_cansancio.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_masaje.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_abajo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_amenazado.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_dificultad.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_rosa.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_fuera.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_basta_ya.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_rapido.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_escurridizo.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_abajo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_mojado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_furia.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_delincuencia.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_A_arriba.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_A_ayer.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_imprudente.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_pronto.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_fuera.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_conflicto.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_A_no.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_derecha.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_A_hola.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_tarde.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_acuarela.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_danza.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_hola.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_antes.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_llanto.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_masaje.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_A_ayer.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_delincuencia.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_A_no.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_delante.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_robo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_fecha.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_conciente.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_bola.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_dificultad.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_celda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_calmado.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_disputa.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_estafa.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_calmado.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_rapido.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_rapido.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_llanto.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_bebe.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_B_humillacion.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_aficion.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_danza.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_hola.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_A_lento.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_fresco.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_calma.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_A_gracias.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_izquierda.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_abajo.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_extenso.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_A_no.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_amistad.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_horroroso.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_conflicto.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_delante.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_B_infarto.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_arriba.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_oasis.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_alarma.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_ferrocarril.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_calma.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_A_derecha.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_despistado.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_M_B_agua.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_A_arriba.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_M_B_escalera.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_B_desmayo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_rapido.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_A_ayer.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_F_B_rosa.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_F_B_agencia.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_F_B_explosivo.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_explosion.wav
Happiness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Happiness_C_B_atractivo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_nunca.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_ataque.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_F_B_monstruoso.wav
Neutral,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Neutral_C_B_colorado.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_amenazador.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_M_B_hambre.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_M_B_cirugia.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_C_B_condena.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_ayer.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_F_A_si.wav
Fear,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Fear_C_A_adios.wav
Anger,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Anger_C_B_explosivo.wav
Sadness,/mexican-emotional-speech-databasemesd/cy34mh68j9-5/Mexican Emotional Speech Database (MESD)/Sadness_M_A_hoy.wav
